fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231029 194039	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	23	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.13694120913744	0.511200065682206	759	20645	13069	138547844.577711	1
20231029 194532	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	49	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.10871455284534	0.383395616570779	371	38535	13326	141950743.628186	2
20231029 195005	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	147	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.153177819112316	0.276715104630857	621	15235	11500	143817641.17941	3
20231029 195342	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	159	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.271073784258333	0.78185350669577	116	34014	12555	144754560.21989	4
20231029 200439	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	564	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.238883439445053	0.644795008537039	542	2127	13397	132649485.757121	5
20231029 200721	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	198	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0900664854224306	0.0754280283300613	412	23029	12180	139032733.633183	6
20231029 201129	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	203	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.186720657731057	0.696503204608016	661	16723	13735	139875969.515242	7
20231029 201428	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	69	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0429818473849446	0.840359180488013	150	42638	11886	143791383.308346	8
20231029 202908	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1101	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.166457323828363	0.380679800144862	905	3322	12455	139035829.585207	9
20231029 203329	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	98	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0768787990038982	0.575646079617873	831	46409	12393	141077345.827086	10
20231029 204001	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	363	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.199060535248718	0.482284466433484	268	29593	13883	143386156.421789	11
20231029 204224	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	300	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.218087663662154	0.0349420346751867	500	8456	15080	138832003.998001	12
20231029 204601	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	271	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.247791156655876	0.936292199923046	887	48584	12744	145420805.597201	13
20231029 205108	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	218	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0278307219524868	0.240808322774392	56	34450	12514	142449216.391804	14
20231029 205428	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	110	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0708034699544078	0.142060961340176	995	27067	13037	143220640.17991	15
20231029 205809	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	13	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.291614252373693	0.946646284638409	253	10265	11368	128984539.730135	16
20231029 210226	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	396	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.29981056801827	0.999785866486143	372	49774	11271	146866958.02099	17
20231029 210438	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	287	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.299583797504065	0.999936458141745	10	44318	10326	144576530.734633	18
20231029 211003	154	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1345	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.191533065961418	0.999236369074537	9	49990	13906	144226355.822089	19
